KT,YT,TAZE HAVA ORANI,concat,TAZE HAVA,DÖNÜ? HAVASI,DÖNÜ? HAVASI ENTHALPY,KT,YT,Tmix Enthalpy,ÜFLEME ENTHALPY 15 C,Enthalpy Fark?,13,14,15,16,17,18,19,20,21,22,23,24
39,21,20,39212055.69,2000,8000,55.69,27,50%,56.60,44.78,2.82,,,,,,,,,,,,
39,21,25,39212555.69,2500,7500,55.69,27,,56.83,44.78,2.88,,,,,,,,,,,,
39,21,30,39213055.69,3000,7000,55.69,27,50%,57.06,44.78,2.93,,,,,,,,,,,,
39,21,35,39213555.69,3500,6500,55.69,27,,57.29,44.78,2.99,,,,,,,,,,,,
39,21,40,39214055.69,4000,6000,55.69,27,50%,57.52,44.78,3.04,,,,,,,,,,,,
39,21,45,39214555.69,4500,5500,55.69,27,,57.76,44.78,3.10,,,,,,,,,,,,
39,21,50,39215055.69,5000,5000,55.69,27,50%,57.99,44.78,3.16,,,,,,,,,,,,
39,21,55,39215555.69,5500,4500,55.69,27,,58.23,44.78,3.21,,,,,,,,,,,,
39,21,60,39216055.69,6000,4000,55.69,27,50%,58.46,44.78,3.27,,,,,,,,,,,,
39,21,65,39216555.69,6500,3500,55.69,27,,58.70,44.78,3.32,,,,,,,,,,,,
39,21,70,39217055.69,7000,3000,55.69,27,50%,58.93,44.78,3.38,,,,,,,,,,,,
39,21,75,39217555.69,7500,2500,55.69,27,,59.17,44.78,3.44,,,,,,,,,,,,
39,21,80,39218055.69,8000,2000,55.69,27,50%,59.40,44.78,3.49,,,,,,,,,,,,
39,21,85,39218555.69,8500,1500,55.69,27,,59.64,44.78,3.55,,,,,,,,,,,,
39,21,90,39219055.69,9000,1000,55.69,27,50%,59.88,44.78,3.61,,,,,,,,,,,,
39,21,95,39219555.69,9500,500,55.69,27,,60.12,44.78,3.66,,,,,,,,,,,,
39,21,100,392110055.69,10000,0,55.69,27,50%,60.36,44.78,3.72,,,,,,,,,,,,
,,,55.69,,,55.69,27,,0.00,44.78,-10.70,,,,,,,,,,,,
39,20,0,3920055.69,0,10000,55.69,27,50%,55.69,44.78,2.61,,,,,,,,,,,,
39,20,5,3920555.69,500,9500,55.69,27,,55.75,44.78,2.62,,,,,,,,,,,,
39,20,10,39201055.69,1000,9000,55.69,27,50%,55.81,44.78,2.63,,,,,,,,,,,,
39,20,15,39201555.69,1500,8500,55.69,27,,55.87,44.78,2.65,,,,,,,,,,,,
39,20,20,39202055.69,2000,8000,55.69,27,50%,55.93,44.78,2.66,,,,,,,,,,,,
39,20,25,39202555.69,2500,7500,55.69,27,,55.99,44.78,2.68,,,,,,,,,,,,
39,20,30,39203055.69,3000,7000,55.69,27,50%,56.04,44.78,2.69,,,,,,,,,,,,
39,20,35,39203555.69,3500,6500,55.69,27,,56.10,44.78,2.70,,,,,,,,,,,,
39,20,40,39204055.69,4000,6000,55.69,27,50%,56.16,44.78,2.72,,,,,,,,,,,,
39,20,45,39204555.69,4500,5500,55.69,27,,56.22,44.78,2.73,,,,,,,,,,,,
39,20,50,39205055.69,5000,5000,55.69,27,50%,56.28,44.78,2.75,,,,,,,,,,,,
39,20,55,39205555.69,5500,4500,55.69,27,,56.34,44.78,2.76,,,,,,,,,,,,
39,20,60,39206055.69,6000,4000,55.69,27,50%,56.40,44.78,2.78,,,,,,,,,,,,
39,20,65,39206555.69,6500,3500,55.69,27,,56.46,44.78,2.79,,,,,,,,,,,,
39,20,70,39207055.69,7000,3000,55.69,27,50%,56.52,44.78,2.80,,,,,,,,,,,,
39,20,75,39207555.69,7500,2500,55.69,27,,56.58,44.78,2.82,,,,,,,,,,,,
39,20,80,39208055.69,8000,2000,55.69,27,50%,56.64,44.78,2.83,,,,,,,,,,,,
39,20,85,39208555.69,8500,1500,55.69,27,,56.70,44.78,2.85,,,,,,,,,,,,
39,20,90,39209055.69,9000,1000,55.69,27,50%,56.76,44.78,2.86,,,,,,,,,,,,
39,20,95,39209555.69,9500,500,55.69,27,,56.82,44.78,2.88,,,,,,,,,,,,
39,20,100,392010055.69,10000,0,55.69,27,50%,56.88,44.78,2.89,,,,,,,,,,,,
,,,55.69,,,55.69,27,,0.00,44.78,-10.70,,,,,,,,,,,,
38,26,0,3826055.69,0,10000,55.69,27,50%,55.69,44.78,2.61,,,,,,,,,,,,
38,26,5,3826555.69,500,9500,55.69,27,,56.87,44.78,2.89,,,,,,,,,,,,
38,26,10,38261055.69,1000,9000,55.69,27,50%,58.05,44.78,3.17,,,,,,,,,,,,
38,26,15,38261555.69,1500,8500,55.69,27,,59.24,44.78,3.45,,,,,,,,,,,,
38,26,20,38262055.69,2000,8000,55.69,27,50%,60.43,44.78,3.74,,,,,,,,,,,,
38,26,25,38262555.69,2500,7500,55.69,27,,61.63,44.78,4.02,,,,,,,,,,,,
38,26,30,38263055.69,3000,7000,55.69,27,50%,62.83,44.78,4.31,,,,,,,,,,,,
38,26,35,38263555.69,3500,6500,55.69,27,,64.04,44.78,4.60,,,,,,,,,,,,
38,26,40,38264055.69,4000,6000,55.69,27,50%,65.25,44.78,4.89,,,,,,,,,,,,
38,26,45,38264555.69,4500,5500,55.69,27,,66.47,44.78,5.18,,,,,,,,,,,,
38,26,50,38265055.69,5000,5000,55.69,27,50%,67.69,44.78,5.47,,,,,,,,,,,,
38,26,55,38265555.69,5500,4500,55.69,27,,68.93,44.78,5.77,,,,,,,,,,,,
38,26,60,38266055.69,6000,4000,55.69,27,50%,70.16,44.78,6.06,,,,,,,,,,,,
38,26,65,38266555.69,6500,3500,55.69,27,,71.40,44.78,6.36,,,,,,,,,,,,
38,26,70,38267055.69,7000,3000,55.69,27,50%,72.64,44.78,6.65,,,,,,,,,,,,
38,26,75,38267555.69,7500,2500,55.69,27,,73.90,44.78,6.95,,,,,,,,,,,,
38,26,80,38268055.69,8000,2000,55.69,27,50%,75.15,44.78,7.25,,,,,,,,,,,,
38,26,85,38268555.69,8500,1500,55.69,27,,76.42,44.78,7.56,,,,,,,,,,,,
38,26,90,38269055.69,9000,1000,55.69,27,50%,77.68,44.78,7.86,,,,,,,,,,,,
38,26,95,38269555.69,9500,500,55.69,27,,78.96,44.78,8.16,,,,,,,,,,,,
38,26,100,382610055.69,10000,0,55.69,27,50%,80.23,44.78,8.47,,,,,,,,,,,,
,,,55.69,,,55.69,27,,0.00,44.78,-10.70,,,,,,,,,,,,
38,25,0,3825055.69,0,10000,55.69,27,50%,55.69,44.78,2.61,,,,,,,,,,,,
38,25,5,3825555.69,500,9500,55.69,27,,56.67,44.78,2.84,,,,,,,,,,,,
38,25,10,38251055.69,1000,9000,55.69,27,50%,57.64,44.78,3.07,,,,,,,,,,,,
38,25,15,38251555.69,1500,8500,55.69,27,,58.63,44.78,3.31,,,,,,,,,,,,
38,25,20,38252055.69,2000,8000,55.69,27,50%,59.61,44.78,3.54,,,,,,,,,,,,
38,25,25,38252555.69,2500,7500,55.69,27,,60.60,44.78,3.78,,,,,,,,,,,,
38,25,30,38253055.69,3000,7000,55.69,27,50%,61.59,44.78,4.01,,,,,,,,,,,,
38,25,35,38253555.69,3500,6500,55.69,27,,62.59,44.78,4.25,,,,,,,,,,,,
38,25,40,38254055.69,4000,6000,55.69,27,50%,63.58,44.78,4.49,,,,,,,,,,,,
38,25,45,38254555.69,4500,5500,55.69,27,,64.59,44.78,4.73,,,,,,,,,,,,
38,25,50,38255055.69,5000,5000,55.69,27,50%,65.59,44.78,4.97,,,,,,,,,,,,
38,25,55,38255555.69,5500,4500,55.69,27,,66.61,44.78,5.21,,,,,,,,,,,,
38,25,60,38256055.69,6000,4000,55.69,27,50%,67.62,44.78,5.46,,,,,,,,,,,,
38,25,65,38256555.69,6500,3500,55.69,27,,68.65,44.78,5.70,,,,,,,,,,,,
38,25,70,38257055.69,7000,3000,55.69,27,50%,69.67,44.78,5.94,,,,,,,,,,,,
38,25,75,38257555.69,7500,2500,55.69,27,,70.70,44.78,6.19,,,,,,,,,,,,
38,25,80,38258055.69,8000,2000,55.69,27,50%,71.73,44.78,6.44,,,,,,,,,,,,
38,25,85,38258555.69,8500,1500,55.69,27,,72.77,44.78,6.69,,,,,,,,,,,,
38,25,90,38259055.69,9000,1000,55.69,27,50%,73.81,44.78,6.93,,,,,,,,,,,,
38,25,95,38259555.69,9500,500,55.69,27,,74.86,44.78,7.18,,,,,,,,,,,,
38,25,100,382510055.69,10000,0,55.69,27,50%,75.91,44.78,7.44,,,,,,,,,,,,
,,,,,,,27,,0.00,44.78,-10.70,,,,,,,,,,,,
38,24,0,3824055.69,0,10000,55.69,27,50%,55.69,44.78,2.61,,,,,,,,,,,,
38,24,5,3824555.69,500,9500,55.69,27,,56.47,44.78,2.79,,,,,,,,,,,,
38,24,10,38241055.69,1000,9000,55.69,27,50%,57.25,44.78,2.98,,,,,,,,,,,,
38,24,15,38241555.69,1500,8500,55.69,27,,58.03,44.78,3.16,,,,,,,,,,,,
38,24,20,38242055.69,2000,8000,55.69,27,50%,58.81,44.78,3.35,,,,,,,,,,,,
38,24,25,38242555.69,2500,7500,55.69,27,,59.60,44.78,3.54,,,,,,,,,,,,
38,24,30,38243055.69,3000,7000,55.69,27,50%,60.39,44.78,3.73,,,,,,,,,,,,
38,24,35,38243555.69,3500,6500,55.69,27,,61.19,44.78,3.92,,,,,,,,,,,,
38,24,40,38244055.69,4000,6000,55.69,27,50%,61.98,44.78,4.11,,,,,,,,,,,,
38,24,45,38244555.69,4500,5500,55.69,27,,62.78,44.78,4.30,,,,,,,,,,,,
38,24,50,38245055.69,5000,5000,55.69,27,50%,63.58,44.78,4.49,,,,,,,,,,,,
38,24,55,38245555.69,5500,4500,55.69,27,,64.39,44.78,4.68,,,,,,,,,,,,
38,24,60,38246055.69,6000,4000,55.69,27,50%,65.19,44.78,4.87,,,,,,,,,,,,
38,24,65,38246555.69,6500,3500,55.69,27,,66.01,44.78,5.07,,,,,,,,,,,,
38,24,70,38247055.69,7000,3000,55.69,27,50%,66.82,44.78,5.26,,,,,,,,,,,,
38,24,75,38247555.69,7500,2500,55.69,27,,67.64,44.78,5.46,,,,,,,,,,,,
38,24,80,38248055.69,8000,2000,55.69,27,50%,68.46,44.78,5.66,,,,,,,,,,,,
38,24,85,38248555.69,8500,1500,55.69,27,,69.29,44.78,5.85,,,,,,,,,,,,
38,24,90,38249055.69,9000,1000,55.69,27,50%,70.11,44.78,6.05,,,,,,,,,,,,
38,24,95,38249555.69,9500,500,55.69,27,,70.95,44.78,6.25,,,,,,,,,,,,
38,24,100,382410055.69,10000,0,55.69,27,50%,71.78,44.78,6.45,,,,,,,,,,,,
,,,55.69,,,55.69,27,,0.00,44.78,-10.70,,,,,,,,,,,,
38,23,0,3823055.69,0,10000,55.69,27,50%,55.69,44.78,2.61,,,,,,,,,,,,
38,23,5,3823555.69,500,9500,55.69,27,,56.28,44.78,2.75,,,,,,,,,,,,
38,23,10,38231055.69,1000,9000,55.69,27,50%,56.87,44.78,2.89,,,,,,,,,,,,
38,23,15,38231555.69,1500,8500,55.69,27,,57.46,44.78,3.03,,,,,,,,,,,,
38,23,20,38232055.69,2000,8000,55.69,27,50%,58.05,44.78,3.17,,,,,,,,,,,,
38,23,25,38232555.69,2500,7500,55.69,27,,58.65,44.78,3.31,,,,,,,,,,,,
38,23,30,38233055.69,3000,7000,55.69,27,50%,59.24,44.78,3.45,,,,,,,,,,,,
38,23,35,38233555.69,3500,6500,55.69,27,,59.84,44.78,3.60,,,,,,,,,,,,
38,23,40,38234055.69,4000,6000,55.69,27,50%,60.44,44.78,3.74,,,,,,,,,,,,
38,23,45,38234555.69,4500,5500,55.69,27,,61.05,44.78,3.88,,,,,,,,,,,,
38,23,50,38235055.69,5000,5000,55.69,27,50%,61.65,44.78,4.03,,,,,,,,,,,,
38,23,55,38235555.69,5500,4500,55.69,27,,62.23,44.78,4.17,,,,,,,,,,,,
38,23,60,38236055.69,6000,4000,55.69,27,50%,62.80,44.78,4.30,,,,,,,,,,,,
38,23,65,38236555.69,6500,3500,55.69,27,,63.45,44.78,4.46,,,,,,,,,,,,
38,23,70,38237055.69,7000,3000,55.69,27,50%,64.09,44.78,4.61,,,,,,,,,,,,
38,23,75,38237555.69,7500,2500,55.69,27,,64.71,44.78,4.76,,,,,,,,,,,,
38,23,80,38238055.69,8000,2000,55.69,27,50%,65.33,44.78,4.91,,,,,,,,,,,,
38,23,85,38238555.69,8500,1500,55.69,27,,65.95,44.78,5.06,,,,,,,,,,,,
38,23,90,38239055.69,9000,1000,55.69,27,50%,66.57,44.78,5.20,,,,,,,,,,,,
38,23,95,38239555.69,9500,500,55.69,27,,67.20,44.78,5.35,,,,,,,,,,,,
38,23,100,382310055.69,10000,0,55.69,27,50%,67.82,44.78,5.50,,,,,,,,,,,,
,,,55.69,,,55.69,27,,0.00,44.78,-10.70,,,,,,,,,,,,
38,22,0,3822055.69,0,10000,55.69,27,50%,55.69,44.78,2.61,,,,,,,,,,,,
38,22,5,3822555.69,500,9500,55.69,27,,56.10,44.78,2.70,,,,,,,,,,,,
38,22,10,38221055.69,1000,9000,55.69,27,50%,56.50,44.78,2.80,,,,,,,,,,,,
38,22,15,38221555.69,1500,8500,55.69,27,,56.91,44.78,2.90,,,,,,,,,,,,
38,22,20,38222055.69,2000,8000,55.69,27,50%,57.32,44.78,3.00,,,,,,,,,,,,
38,22,25,38222555.69,2500,7500,55.69,27,,57.73,44.78,3.09,,,,,,,,,,,,
38,22,30,38223055.69,3000,7000,55.69,27,50%,58.14,44.78,3.19,,,,,,,,,,,,
38,22,35,38223555.69,3500,6500,55.69,27,,58.55,44.78,3.29,,,,,,,,,,,,
38,22,40,38224055.69,4000,6000,55.69,27,50%,58.96,44.78,3.39,,,,,,,,,,,,
38,22,45,38224555.69,4500,5500,55.69,27,,59.38,44.78,3.49,,,,,,,,,,,,
38,22,50,38225055.69,5000,5000,55.69,27,50%,59.79,44.78,3.58,,,,,,,,,,,,
38,22,55,38225555.69,5500,4500,55.69,27,,60.21,44.78,3.69,,,,,,,,,,,,
38,22,60,38226055.69,6000,4000,55.69,27,50%,60.63,44.78,3.79,,,,,,,,,,,,
38,22,65,38226555.69,6500,3500,55.69,27,,61.05,44.78,3.89,,,,,,,,,,,,
38,22,70,38227055.69,7000,3000,55.69,27,50%,61.47,44.78,3.99,,,,,,,,,,,,
38,22,75,38227555.69,7500,2500,55.69,27,,61.90,44.78,4.09,,,,,,,,,,,,
38,22,80,38228055.69,8000,2000,55.69,27,50%,62.32,44.78,4.19,,,,,,,,,,,,
38,22,85,38228555.69,8500,1500,55.69,27,,62.75,44.78,4.29,,,,,,,,,,,,
38,22,90,38229055.69,9000,1000,55.69,27,50%,63.17,44.78,4.39,,,,,,,,,,,,
38,22,95,38229555.69,9500,500,55.69,27,,63.60,44.78,4.49,,,,,,,,,,,,
38,22,100,382210055.69,10000,0,55.69,27,50%,64.03,44.78,4.60,,,,,,,,,,,,
,,,55.69,,,55.69,27,,0.00,44.78,-10.70,,,,,,,,,,,,
38,21,0,3821055.69,0,10000,55.69,27,50%,55.69,44.78,2.61,,,,,,,,,,,,
38,21,5,3821555.69,500,9500,55.69,27,,55.92,44.78,2.66,,,,,,,,,,,,
38,21,10,38211055.69,1000,9000,55.69,27,50%,56.15,44.78,2.72,,,,,,,,,,,,
38,21,15,38211555.69,1500,8500,55.69,27,,56.38,44.78,2.77,,,,,,,,,,,,
38,21,20,38212055.69,2000,8000,55.69,27,50%,56.61,44.78,2.83,,,,,,,,,,,,
38,21,25,38212555.69,2500,7500,55.69,27,,56.84,44.78,2.88,,,,,,,,,,,,
38,21,30,38213055.69,3000,7000,55.69,27,50%,57.07,44.78,2.94,,,,,,,,,,,,
38,21,35,38213555.69,3500,6500,55.69,27,,57.31,44.78,2.99,,,,,,,,,,,,
38,21,40,38214055.69,4000,6000,55.69,27,50%,57.54,44.78,3.05,,,,,,,,,,,,
38,21,45,38214555.69,4500,5500,55.69,27,,57.78,44.78,3.10,,,,,,,,,,,,
38,21,50,38215055.69,5000,5000,55.69,27,50%,58.01,44.78,3.16,,,,,,,,,,,,
38,21,55,38215555.69,5500,4500,55.69,27,,58.25,44.78,3.22,,,,,,,,,,,,
38,21,60,38216055.69,6000,4000,55.69,27,50%,58.48,44.78,3.27,,,,,,,,,,,,
38,21,65,38216555.69,6500,3500,55.69,27,,58.72,44.78,3.33,,,,,,,,,,,,
38,21,70,38217055.69,7000,3000,55.69,27,50%,58.96,44.78,3.39,,,,,,,,,,,,
38,21,75,38217555.69,7500,2500,55.69,27,,59.20,44.78,3.44,,,,,,,,,,,,
38,21,80,38218055.69,8000,2000,55.69,27,50%,59.43,44.78,3.50,,,,,,,,,,,,
38,21,85,38218555.69,8500,1500,55.69,27,,59.68,44.78,3.56,,,,,,,,,,,,
38,21,90,38219055.69,9000,1000,55.69,27,50%,59.92,44.78,3.62,,,,,,,,,,,,
38,21,95,38219555.69,9500,500,55.69,27,,60.16,44.78,3.67,,,,,,,,,,,,
38,21,100,382110055.69,10000,0,55.69,27,50%,60.40,44.78,3.73,,,,,,,,,,,,
,,,55.69,,,55.69,27,,0.00,44.78,-10.70,,,,,,,,,,,,
38,20,0,3820055.69,0,10000,55.69,27,50%,55.69,44.78,2.61,,,,,,,,,,,,
38,20,5,3820555.69,500,9500,55.69,27,,55.75,44.78,2.62,,,,,,,,,,,,
38,20,10,38201055.69,1000,9000,55.69,27,50%,55.81,44.78,2.63,,,,,,,,,,,,
38,20,15,38201555.69,1500,8500,55.69,27,,55.87,44.78,2.65,,,,,,,,,,,,
38,20,20,38202055.69,2000,8000,55.69,27,50%,55.93,44.78,2.66,,,,,,,,,,,,
38,20,25,38202555.69,2500,7500,55.69,27,,55.99,44.78,2.68,,,,,,,,,,,,
38,20,30,38203055.69,3000,7000,55.69,27,50%,56.05,44.78,2.69,,,,,,,,,,,,
38,20,35,38203555.69,3500,6500,55.69,27,,56.12,44.78,2.71,,,,,,,,,,,,
38,20,40,38204055.69,4000,6000,55.69,27,50%,56.18,44.78,2.72,,,,,,,,,,,,
38,20,45,38204555.69,4500,5500,55.69,27,,56.24,44.78,2.74,,,,,,,,,,,,
38,20,50,38205055.69,5000,5000,55.69,27,50%,56.30,44.78,2.75,,,,,,,,,,,,
38,20,55,38205555.69,5500,4500,55.69,27,,56.36,44.78,2.77,,,,,,,,,,,,
38,20,60,38206055.69,6000,4000,55.69,27,50%,56.42,44.78,2.78,,,,,,,,,,,,
38,20,65,38206555.69,6500,3500,55.69,27,,56.48,44.78,2.79,,,,,,,,,,,,
38,20,70,38207055.69,7000,3000,55.69,27,50%,56.54,44.78,2.81,,,,,,,,,,,,
38,20,75,38207555.69,7500,2500,55.69,27,,56.61,44.78,2.82,,,,,,,,,,,,
38,20,80,38208055.69,8000,2000,55.69,27,50%,56.67,44.78,2.84,,,,,,,,,,,,
38,20,85,38208555.69,8500,1500,55.69,27,,56.73,44.78,2.85,,,,,,,,,,,,
38,20,90,38209055.69,9000,1000,55.69,27,50%,56.79,44.78,2.87,,,,,,,,,,,,
38,20,95,38209555.69,9500,500,55.69,27,,56.86,44.78,2.88,,,,,,,,,,,,
38,20,100,382010055.69,10000,0,55.69,27,50%,56.92,44.78,2.90,,,,,,,,,,,,
,,,,,,,27,,0.00,44.78,-10.70,,,,,,,,,,,,
37,26,0,3726055.69,0,10000,55.69,27,50%,55.69,44.78,2.61,,,,,,,,,,,,
37,26,5,3726555.69,500,9500,55.69,27,,56.88,44.78,2.89,,,,,,,,,,,,
37,26,10,37261055.69,1000,9000,55.69,27,50%,58.06,44.78,3.17,,,,,,,,,,,,
37,26,15,37261555.69,1500,8500,55.69,27,,59.26,44.78,3.46,,,,,,,,,,,,
37,26,20,37262055.69,2000,8000,55.69,27,50%,60.45,44.78,3.74,,,,,,,,,,,,
37,26,25,37262555.69,2500,7500,55.69,27,,61.66,44.78,4.03,,,,,,,,,,,,
37,26,30,37263055.69,3000,7000,55.69,27,50%,62.86,44.78,4.32,,,,,,,,,,,,
37,26,35,37263555.69,3500,6500,55.69,27,,64.07,44.78,4.61,,,,,,,,,,,,
37,26,40,37264055.69,4000,6000,55.69,27,50%,65.28,44.78,4.90,,,,,,,,,,,,
37,26,45,37264555.69,4500,5500,55.69,27,,66.51,44.78,5.19,,,,,,,,,,,,
37,26,50,37265055.69,5000,5000,55.69,27,50%,67.73,44.78,5.48,,,,,,,,,,,,
37,26,55,37265555.69,5500,4500,55.69,27,,68.97,44.78,5.78,,,,,,,,,,,,
37,26,60,37266055.69,6000,4000,55.69,27,50%,70.20,44.78,6.07,,,,,,,,,,,,
37,26,65,37266555.69,6500,3500,55.69,27,,71.45,44.78,6.37,,,,,,,,,,,,
37,26,70,37267055.69,7000,3000,55.69,27,50%,72.69,44.78,6.67,,,,,,,,,,,,
37,26,75,37267555.69,7500,2500,55.69,27,,73.94,44.78,6.96,,,,,,,,,,,,
37,26,80,37268055.69,8000,2000,55.69,27,50%,75.19,44.78,7.26,,,,,,,,,,,,
37,26,85,37268555.69,8500,1500,55.69,27,,76.46,44.78,7.57,,,,,,,,,,,,
37,26,90,37269055.69,9000,1000,55.69,27,50%,77.73,44.78,7.87,,,,,,,,,,,,
37,26,95,37269555.69,9500,500,55.69,27,,79.01,44.78,8.17,,,,,,,,,,,,
37,26,100,372610055.69,10000,0,55.69,27,50%,80.28,44.78,8.48,,,,,,,,,,,,
,,,55.69,,,55.69,27,,0.00,44.78,-10.70,,,,,,,,,,,,
37,25,0,3725055.69,0,10000,55.69,27,50%,55.69,44.78,2.61,,,,,,,,,,,,
37,25,5,3725555.69,500,9500,55.69,27,,56.67,44.78,2.84,,,,,,,,,,,,
37,25,10,37251055.69,1000,9000,55.69,27,50%,57.65,44.78,3.07,,,,,,,,,,,,
37,25,15,37251555.69,1500,8500,55.69,27,,58.64,44.78,3.31,,,,,,,,,,,,
37,25,20,37252055.69,2000,8000,55.69,27,50%,59.62,44.78,3.54,,,,,,,,,,,,
37,25,25,37252555.69,2500,7500,55.69,27,,60.62,44.78,3.78,,,,,,,,,,,,
37,25,30,37253055.69,3000,7000,55.69,27,50%,61.61,44.78,4.02,,,,,,,,,,,,
37,25,35,37253555.69,3500,6500,55.69,27,,62.61,44.78,4.26,,,,,,,,,,,,
37,25,40,37254055.69,4000,6000,55.69,27,50%,63.61,44.78,4.50,,,,,,,,,,,,
37,25,45,37254555.69,4500,5500,55.69,27,,64.62,44.78,4.74,,,,,,,,,,,,
37,25,50,37255055.69,5000,5000,55.69,27,50%,65.63,44.78,4.98,,,,,,,,,,,,
37,25,55,37255555.69,5500,4500,55.69,27,,66.65,44.78,5.22,,,,,,,,,,,,
37,25,60,37256055.69,6000,4000,55.69,27,50%,67.66,44.78,5.46,,,,,,,,,,,,
37,25,65,37256555.69,6500,3500,55.69,27,,68.69,44.78,5.71,,,,,,,,,,,,
37,25,70,37257055.69,7000,3000,55.69,27,50%,69.71,44.78,5.95,,,,,,,,,,,,
37,25,75,37257555.69,7500,2500,55.69,27,,70.75,44.78,6.20,,,,,,,,,,,,
37,25,80,37258055.69,8000,2000,55.69,27,50%,71.78,44.78,6.45,,,,,,,,,,,,
37,25,85,37258555.69,8500,1500,55.69,27,,72.82,44.78,6.70,,,,,,,,,,,,
37,25,90,37259055.69,9000,1000,55.69,27,50%,73.86,44.78,6.95,,,,,,,,,,,,
37,25,95,37259555.69,9500,500,55.69,27,,74.91,44.78,7.20,,,,,,,,,,,,
37,25,100,372510055.69,10000,0,55.69,27,50%,75.96,44.78,7.45,,,,,,,,,,,,
,,,55.69,,,55.69,27,,0.00,44.78,-10.70,,,,,,,,,,,,
37,24,0,3724055.69,0,10000,55.69,27,50%,55.69,44.78,2.61,,,,,,,,,,,,
37,24,5,3724555.69,500,9500,55.69,27,,56.48,44.78,2.79,,,,,,,,,,,,
37,24,10,37241055.69,1000,9000,55.69,27,50%,57.26,44.78,2.98,,,,,,,,,,,,
37,24,15,37241555.69,1500,8500,55.69,27,,58.05,44.78,3.17,,,,,,,,,,,,
37,24,20,37242055.69,2000,8000,55.69,27,50%,58.83,44.78,3.36,,,,,,,,,,,,
37,24,25,37242555.69,2500,7500,55.69,27,,59.62,44.78,3.54,,,,,,,,,,,,
37,24,30,37243055.69,3000,7000,55.69,27,50%,60.41,44.78,3.73,,,,,,,,,,,,
37,24,35,37243555.69,3500,6500,55.69,27,,61.21,44.78,3.92,,,,,,,,,,,,
37,24,40,37244055.69,4000,6000,55.69,27,50%,62.01,44.78,4.12,,,,,,,,,,,,
37,24,45,37244555.69,4500,5500,55.69,27,,62.81,44.78,4.31,,,,,,,,,,,,
37,24,50,37245055.69,5000,5000,55.69,27,50%,63.61,44.78,4.50,,,,,,,,,,,,
37,24,55,37245555.69,5500,4500,55.69,27,,64.42,44.78,4.69,,,,,,,,,,,,
37,24,60,37246055.69,6000,4000,55.69,27,50%,65.23,44.78,4.88,,,,,,,,,,,,
37,24,65,37246555.69,6500,3500,55.69,27,,66.05,44.78,5.08,,,,,,,,,,,,
37,24,70,37247055.69,7000,3000,55.69,27,50%,66.86,44.78,5.27,,,,,,,,,,,,
37,24,75,37247555.69,7500,2500,55.69,27,,67.68,44.78,5.47,,,,,,,,,,,,
37,24,80,37248055.69,8000,2000,55.69,27,50%,68.50,44.78,5.67,,,,,,,,,,,,
37,24,85,37248555.69,8500,1500,55.69,27,,69.33,44.78,5.86,,,,,,,,,,,,
37,24,90,37249055.69,9000,1000,55.69,27,50%,70.16,44.78,6.06,,,,,,,,,,,,
37,24,95,37249555.69,9500,500,55.69,27,,70.99,44.78,6.26,,,,,,,,,,,,
37,24,100,372410055.69,10000,0,55.69,27,50%,71.82,44.78,6.46,,,,,,,,,,,,
,,,55.69,,,55.69,27,,0.00,44.78,-10.70,,,,,,,,,,,,
37,23,0,3723055.69,0,10000,55.69,27,50%,55.69,44.78,2.61,,,,,,,,,,,,
37,23,5,3723555.69,500,9500,55.69,27,,56.28,44.78,2.75,,,,,,,,,,,,
37,23,10,37231055.69,1000,9000,55.69,27,50%,56.87,44.78,2.89,,,,,,,,,,,,
37,23,15,37231555.69,1500,8500,55.69,27,,57.47,44.78,3.03,,,,,,,,,,,,
37,23,20,37232055.69,2000,8000,55.69,27,50%,58.06,44.78,3.17,,,,,,,,,,,,
37,23,25,37232555.69,2500,7500,55.69,27,,58.66,44.78,3.32,,,,,,,,,,,,
37,23,30,37233055.69,3000,7000,55.69,27,50%,59.26,44.78,3.46,,,,,,,,,,,,
37,23,35,37233555.69,3500,6500,55.69,27,,59.86,44.78,3.60,,,,,,,,,,,,
37,23,40,37234055.69,4000,6000,55.69,27,50%,60.46,44.78,3.75,,,,,,,,,,,,
37,23,45,37234555.69,4500,5500,55.69,27,,61.07,44.78,3.89,,,,,,,,,,,,
37,23,50,37235055.69,5000,5000,55.69,27,50%,61.68,44.78,4.04,,,,,,,,,,,,
37,23,55,37235555.69,5500,4500,55.69,27,,62.29,44.78,4.18,,,,,,,,,,,,
37,23,60,37236055.69,6000,4000,55.69,27,50%,62.90,44.78,4.33,,,,,,,,,,,,
37,23,65,37236555.69,6500,3500,55.69,27,,63.52,44.78,4.47,,,,,,,,,,,,
37,23,70,37237055.69,7000,3000,55.69,27,50%,64.13,44.78,4.62,,,,,,,,,,,,
37,23,75,37237555.69,7500,2500,55.69,27,,64.75,44.78,4.77,,,,,,,,,,,,
37,23,80,37238055.69,8000,2000,55.69,27,50%,65.36,44.78,4.92,,,,,,,,,,,,
37,23,85,37238555.69,8500,1500,55.69,27,,66.09,44.78,5.09,,,,,,,,,,,,
37,23,90,37239055.69,9000,1000,55.69,27,50%,66.81,44.78,5.26,,,,,,,,,,,,
37,23,95,37239555.69,9500,500,55.69,27,,67.34,44.78,5.39,,,,,,,,,,,,
